object-id,filename,title,creator,publisher/publication,place,date,description,subject,page,vol-issue,latitude,longitude,collection,identifier,type,format,language,rights,rightsstatement,note
18282,https://catalog.sage.eou.edu/eg/opac/record/18282,The man who killed the deer,"Waters, Frank 1902-1995",,,1942,,Pueblo Indians;Pueblo Indians Fiction,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/18282,record,url,eng,,,
18508,https://catalog.sage.eou.edu/eg/opac/record/18508,The indians of Canada,"Jenness, Diamond 1886-1969",,,1955,,Canada;Indians of North America;Indians of North America Canada,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/18508,record,url,eng,,,
18899,https://catalog.sage.eou.edu/eg/opac/record/18899,Wallace Stegner : a descriptive bibliography,"Stegner, Wallace 1909-1993",,,1990,,"20th century;Authors, American;Stegner, Wallace 1909-1993;Stegner, Wallace 1909-1993 Bibliography Authors, American 20th century Bibliography",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/18899,record,url,eng,,,{0917652800}
18929,https://catalog.sage.eou.edu/eg/opac/record/18929,"Powerful rockey : the Blue Mountains and the Oregon Trail, 1811-1883","Evans, John W. (John William) 1927-2006",,,1990,,19th century;History -- History;Oregon National Historic Trail -- Oregon -- Blue Mountains (Or. and Wash.);Oregon National Historic Trail Oregon History 19th century Blue Mountains (Or. and Wash.) History,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/18929,record,url,eng,,,"{""0962677213 (pbk.)"",0962677205,0962677214,0962677206,9780962677212,9780962677205}"
19211,https://catalog.sage.eou.edu/eg/opac/record/19211,Talking leaves : contemporary Native American short stories,,,,1991,,"20th century;Indians of North America -- Short stories, American -- American fiction -- Indian authors -- American fiction;Indians of North America Fiction Short stories, American American fiction Indian authors American fiction 20th century",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/19211,record,url,eng,,,{0440503442}
19658,https://catalog.sage.eou.edu/eg/opac/record/19658,Cow people,"Dobie, J. Frank (James Frank) 1888-1964",,,1964,,Ranch life,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/19658,record,url,eng,,,
20053,https://catalog.sage.eou.edu/eg/opac/record/20053,Herman Melville,"Mumford, Lewis 1895-1990","New York : Harcourt, Brace, [c1929]",,1929,,"Melville, Herman 1819-1891",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/20053,record,url,eng,,,
20080,https://catalog.sage.eou.edu/eg/opac/record/20080,"Go East, young man: the early years; the autobiography of William O. Douglas","Douglas, William O. (William Orville) 1898-1980",,,1974,,"Douglas, William O. (William Orville) 1898-1980",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/20080,record,url,eng,,,{0394488342}
20125,https://catalog.sage.eou.edu/eg/opac/record/20125,The Indians of Puget Sound,"Haeberlin, Herman Karl 1890-1918",,,1930,,Indians of North America;Indians of North America Washington (State) Washington (State);Washington (State) -- Washington (State),,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/20125,record,url,eng,,,
20423,https://catalog.sage.eou.edu/eg/opac/record/20423,And still the waters run : the betrayal of the Five Civilized Tribes,"Debo, Angie 1890-1988",,,1973,,Five Civilized Tribes -- Government relations -- Indians of North America -- Government relations -- Indians of North America;Five Civilized Tribes Government relations Indians of North America Government relations Indians of North America Indian Territory;Indian Territory,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/20423,record,url,eng,,,{0691005788}
21004,https://catalog.sage.eou.edu/eg/opac/record/21004,blow for the landing,"timmen, fritz",caxton printers,,1973,,"History;Inland water transportation;Inland water transportation -- History -- Paddle steamers -- History;Northwest, Pacific;Northwest, Pacific -- Northwest, Pacific;Paddle steamers;p------ Inland water transportation Northwest, Pacific History Paddle steamers Northwest, Pacific History",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/21004,record,url,eng,,,{0870042211}
21108,https://catalog.sage.eou.edu/eg/opac/record/21108,Fighting Indians of the West,"Schmitt, Martin F. -1978",,,1948,,1866-1895;Indians of North America -- Wars -- Indians of North America;Indians of North America Wars 1866-1895 Indians of North America Pictorial works,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/21108,record,url,eng,,,
21226,https://catalog.sage.eou.edu/eg/opac/record/21226,Half-Sun on the Columbia : a biography of Chief Moses,"Ruby, Robert H.",,,1965,,Moses Chief approximately 1829-1899;Moses Chief approximately 1829-1899 Sinkiuse-Columbia Indians Government relations Sinkiuse-Columbia Indians Kings and rulers Biography;Sinkiuse-Columbia Indians -- Government relations -- Sinkiuse-Columbia Indians -- Kings and rulers,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/21226,record,url,eng,,,
21355,https://catalog.sage.eou.edu/eg/opac/record/21355,Guide to Life and literature of the Southwest : with a few observations,"Dobie, J. Frank (James Frank) 1888-1964",,,1943,,"Southwest, New;Southwest, New Bibliography",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/21355,record,url,eng,,,
21412,https://catalog.sage.eou.edu/eg/opac/record/21412,The adventurers,"Haycox, Ernest 1899-1950",,,1954,,Oregon;Oregon Fiction;western fiction,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/21412,record,url,eng,,,
21994,https://catalog.sage.eou.edu/eg/opac/record/21994,"First white women over the Rockies : diaries, letters, and biographical sketches of the six women of the Oregon Mission who made the overland journey in 1836 and 1838","Drury, Clifford Merrill 1897-1984",,,1963,,American Board of Commissioners for Foreign Missions. Oregon Mission;American Board of Commissioners for Foreign Missions. Oregon Mission Women missionaries West (U.S.) Biography Missions Oregon;West (U.S.) -- Oregon;Women missionaries -- Missions,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/21994,record,url,eng,,,
22611,https://catalog.sage.eou.edu/eg/opac/record/22611,"Pictorial history of the wild West : a true account of the bad men, desperadoes, rustlers, and outlaws of the old West--and the men who fought them to establish law and order","Horan, James D. (James David) 1914-1981",,,1954,,Crime -- Criminals -- Frontier and pioneer life -- Outlaws;Crime West (U.S.) Criminals West (U.S.) Frontier and pioneer life West (U.S.) Outlaws West (U.S.) West (U.S.) Biography;West (U.S.) -- West (U.S.) -- West (U.S.) -- West (U.S.) -- West (U.S.),,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/22611,record,url,eng,,,
22613,https://catalog.sage.eou.edu/eg/opac/record/22613,Stagecoach west,"Moody, Ralph 1898-1982",,,1967,,Coaching (Transportation) -- Overland journeys to the Pacific -- Frontier and pioneer life;Coaching (Transportation) West (U.S.) Overland journeys to the Pacific Frontier and pioneer life West (U.S.);West (U.S.) -- West (U.S.),,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/22613,record,url,eng,,,
22666,https://catalog.sage.eou.edu/eg/opac/record/22666,One man's gold rush : a Klondike album,"Morgan, Murray 1916-2000",,,1967,,Alaska -- Klondike River Valley (Yukon);Alaska Pictorial works Klondike River Valley (Yukon) Gold discoveries;Gold discoveries,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/22666,record,url,eng,,,
22727,https://catalog.sage.eou.edu/eg/opac/record/22727,"The vigilantes of Montana : or, Popular justice in the Rocky Mountains. Being a correct and impartial narrative of the chase, trial, capture, and execution of Henry Plummer's road agent band, together with accounts of the lives and crimes of many of the robbers and desperadoes, the whole being interspersed with sketches of life in the mining camps of the ""Far West""","Dimsdale, Thos. J. (Thomas Josiah) -1866",,,1953,,Criminals -- Frontier and pioneer life -- Vigilance committees -- History;Criminals Montana Frontier and pioneer life Montana Vigilance committees Montana Montana History;Montana -- Montana -- Montana -- Montana,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/22727,record,url,eng,,,
22744,https://catalog.sage.eou.edu/eg/opac/record/22744,The singing wilderness,"Olson, Sigurd F. 1899-1982",,,1956,,Minnesota -- Minnesota -- Ontario -- Quetico Provincial Park;Natural history -- Natural history -- Natural history;Natural history Minnesota Minnesota Natural history Ontario Quetico Provincial Park Natural history Outdoor books,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/22744,record,url,eng,,,
22755,https://catalog.sage.eou.edu/eg/opac/record/22755,"Autumn across America : a naturalist's record of a 20,000-mile journey through the North American autumn","Teale, Edwin Way 1899-1980",,,1956,,Natural history -- Natural history -- Autumn;Natural history United States Natural history Outdoor books Autumn United States;United States -- United States,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/22755,record,url,eng,,,
23396,https://catalog.sage.eou.edu/eg/opac/record/23396,"Hands up; or, Twenty years of detective life in the mountains and on the plains : reminiscences, a condensed criminal history of the Far West","Cook, D. J. (David J.) 1840-1907",,,1958,,Crime;Crime West (U.S.);West (U.S.),,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/23396,record,url,eng,,,
23625,https://catalog.sage.eou.edu/eg/opac/record/23625,Columbia River Gorge history,"Attwell, Jim",,,1974,,Columbia River Valley;Columbia River Valley History;History,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/23625,record,url,eng,,,
23998,https://catalog.sage.eou.edu/eg/opac/record/23998,Come an' get it : the story of the old cowboy cook,"Adams, Ramon F. (Ramon Frederick) 1889-1976",,,1952,,Cowboys -- Cooking -- Frontier and pioneer life;Cowboys Cooking West (U.S.) Frontier and pioneer life West (U.S.);West (U.S.) -- West (U.S.),,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/23998,record,url,eng,,,
24735,https://catalog.sage.eou.edu/eg/opac/record/24735,"Silver kings : the lives and times of Mackay, Fair, Flood, and O'Brien, lords of the Nevada Comstock lode","Lewis, Oscar 1893-1992",,,1947,,"Fair, James Graham 1831-1894;Flood, James Clair 1826-1888;Mackay, John William 1831-1902;Mackay, John William 1831-1902 Fair, James Graham 1831-1894 Flood, James Clair 1826-1888 O'Brien, William Shoney 1825 or 1826-1878;O'Brien, William Shoney 1825 or 1826-1878",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/24735,record,url,eng,,,
25493,https://catalog.sage.eou.edu/eg/opac/record/25493,Commerce of the prairies,"Gregg, Josiah 1806-1850",,,1954,,"Description and travel -- Description and travel;Southwest, New -- Mexico -- Santa Fe National Historic Trail;Southwest, New Description and travel Mexico Description and travel Santa Fe National Historic Trail",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/25493,record,url,eng,,,
25714,https://catalog.sage.eou.edu/eg/opac/record/25714,"A contribution to the heritage of every American : the conservation activities of John D. Rockefeller, Jr","Newhall, Nancy",,,,,"National parks and reserves;National parks and reserves United States Rockefeller, John D., (John Davison) Jr 1874-1960;Rockefeller, John D., (John Davison) Jr 1874-1960;United States",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/25714,record,url,eng,,,
25793,https://catalog.sage.eou.edu/eg/opac/record/25793,Overland in 1846 : diaries and letters of the California-Oregon Trail,"Morgan, Dale L. (Dale Lowell) 1914-1971",,,1963,,California -- Oregon -- Oregon National Historic Trail;Overland journeys to the Pacific -- Frontier and pioneer life -- Frontier and pioneer life;Overland journeys to the Pacific Frontier and pioneer life California Frontier and pioneer life Oregon Oregon National Historic Trail,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/25793,record,url,eng,,,
26044,https://catalog.sage.eou.edu/eg/opac/record/26044,The Southern heritage,"Dabbs, James McBride 1896-1970",,,1958,,Race relations -- Civilization -- African Americans -- Segregation;Southern States -- Southern States;Southern States Race relations Southern States Civilization African Americans Segregation,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/26044,record,url,eng,,,
26491,https://catalog.sage.eou.edu/eg/opac/record/26491,Ben Snipes : Northwest cattle king,"Sheller, Roscoe",,,1957,,"Cattle trade -- Frontier and pioneer life -- Ranchers;Northwest, Pacific -- Northwest, Pacific -- Northwest, Pacific;Snipes, Ben E 1835-1906;Snipes, Ben E 1835-1906 Cattle trade Northwest, Pacific Frontier and pioneer life Northwest, Pacific Ranchers Northwest, Pacific Biography",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/26491,record,url,eng,,,
26737,https://catalog.sage.eou.edu/eg/opac/record/26737,Sea routes to the gold fields : the migration by water to California in 1849-1852,"Lewis, Oscar 1893-1992",,,1949,,California;California Gold discoveries Voyages to the Pacific coast;Gold discoveries -- Voyages to the Pacific coast,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/26737,record,url,eng,,,
27019,https://catalog.sage.eou.edu/eg/opac/record/27019,The Chieftain : a story of the Nez Perce people,"Payne, Robert 1911-1983",,,1953,,Joseph (Nez Percé chief) 1840-1904;Joseph (Nez Percé chief) 1840-1904 Fiction Nez Percé Indians Fiction;Nez Percé Indians;western fiction biographical fiction,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/27019,record,url,eng,,,
27051,https://catalog.sage.eou.edu/eg/opac/record/27051,Promised land : a collection of Northwest writing,"Holbrook, Stewart H. 1893-1964",,,1945,,20th century;American literature -- American literature;American literature Northwestern States Northwestern States American literature 20th century;Northwestern States -- Northwestern States,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/27051,record,url,eng,,,
27052,https://catalog.sage.eou.edu/eg/opac/record/27052,The wonderful West,"Holbrook, Stewart H. 1893-1964",,,1963,,History -- Description and travel;West (U.S.) -- West (U.S.);West (U.S.) History West (U.S.) Description and travel,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/27052,record,url,eng,,,
